"PassengerId","Survived"
1075,0.204268292682927
1076,0.733333333333333
1077,0.549707602339181
1078,0.549707602339181
1079,0.204268292682927
1080,0.136363636363636
1081,0.319148936170213
1082,0.549707602339181
1083,0.549707602339181
1084,0.0526315789473684
1085,0.319148936170213
1086,0.549707602339181
1087,0.204268292682927
1088,0.733333333333333
1089,0.204268292682927
1090,0.319148936170213
1091,0.204268292682927
1092,0.462686567164179
1093,0.0526315789473684
1094,0.733333333333333
1095,0.549707602339181
1096,0.319148936170213
1097,0.549707602339181
1098,0.204268292682927
1099,0.319148936170213
1100,0.549707602339181
1101,0.204268292682927
1102,0.462686567164179
1103,0.204268292682927
1104,0.733333333333333
1105,0.549707602339181
1106,0.204268292682927
1107,0.549707602339181
1108,0.204268292682927
1109,0.733333333333333
1110,0.733333333333333
1111,0.204268292682927
1112,0.549707602339181
1113,0.204268292682927
1114,0.319148936170213
1115,0.204268292682927
1116,0.549707602339181
1117,0.462686567164179
1118,0.204268292682927
1119,0.204268292682927
1120,0.0526315789473684
1121,0.319148936170213
1122,0.733333333333333
1123,0.549707602339181
1124,0.204268292682927
1125,0.204268292682927
1126,0.733333333333333
1127,0.204268292682927
1128,0.733333333333333
1129,0.204268292682927
1130,0.319148936170213
1131,0.733333333333333
1132,0.549707602339181
1133,0.549707602339181
1134,0.733333333333333
1135,0.204268292682927
1136,0.136363636363636
1137,0.549707602339181
1138,0.549707602339181
1139,0.549707602339181
1140,0.549707602339181
1141,0.0526315789473684
1142,0.549707602339181
1143,0.204268292682927
1144,0.733333333333333
1145,0.204268292682927
1146,0.204268292682927
1147,0.204268292682927
1148,0.204268292682927
1149,0.204268292682927
1150,0.319148936170213
1151,0.204268292682927
1152,0.462686567164179
1153,0.204268292682927
1154,0.549707602339181
1155,1
1156,0.319148936170213
1157,0.204268292682927
1158,0.319148936170213
1159,0.204268292682927
1160,0.204268292682927
1161,0.204268292682927
1162,0.733333333333333
1163,0.204268292682927
1164,0.733333333333333
1165,0.462686567164179
1166,0.204268292682927
1167,0.549707602339181
1168,0.319148936170213
1169,0.549707602339181
1170,0.549707602339181
1171,0.319148936170213
1172,0.204268292682927
1173,0.0526315789473684
1174,0.204268292682927
1175,0.462686567164179
1176,0.462686567164179
1177,0.204268292682927
1178,0.204268292682927
1179,0.733333333333333
1180,0.204268292682927
1181,0.204268292682927
1182,0.549707602339181
1183,0.204268292682927
1184,0.204268292682927
1185,0.733333333333333
1186,0.204268292682927
1187,0.204268292682927
1188,0.549707602339181
1189,0.462686567164179
1190,0.549707602339181
1191,0.204268292682927
1192,0.204268292682927
1193,0.549707602339181
1194,0.549707602339181
1195,0.204268292682927
1196,0.204268292682927
1197,0.549707602339181
1198,0.733333333333333
1199,0.204268292682927
1200,0.733333333333333
1201,0.0526315789473684
1202,0.204268292682927
1203,0.204268292682927
1204,0.204268292682927
1205,0.204268292682927
1206,0.733333333333333
1207,0.204268292682927
1208,0.733333333333333
1209,0.319148936170213
1210,0.204268292682927
1211,0.549707602339181
1212,0.204268292682927
1213,0.204268292682927
1214,0.319148936170213
1215,0.549707602339181
1216,0.733333333333333
1217,0.204268292682927
1218,0.549707602339181
1219,0.733333333333333
1220,0.549707602339181
1221,0.319148936170213
1222,0.549707602339181
1223,0.549707602339181
1224,0.204268292682927
1225,0.462686567164179
1226,0.204268292682927
1227,0.549707602339181
1228,0.319148936170213
1229,0.204268292682927
1230,0.549707602339181
1231,0.204268292682927
1232,0.319148936170213
1233,0.204268292682927
1234,0.136363636363636
1235,0.733333333333333
1236,0.0526315789473684
1237,0.204268292682927
1238,0.319148936170213
1239,0.204268292682927
1240,0.319148936170213
1241,0.549707602339181
1242,0.733333333333333
1243,0.319148936170213
1244,0.733333333333333
1245,0.733333333333333
1246,0.462686567164179
1247,0.549707602339181
1248,0.549707602339181
1249,0.204268292682927
1250,0.204268292682927
1251,0.462686567164179
1252,0.136363636363636
1253,0.549707602339181
1254,0.549707602339181
1255,0.204268292682927
1256,0.733333333333333
1257,0.136363636363636
1258,0.0526315789473684
1259,0.136363636363636
1260,0.733333333333333
1261,0.549707602339181
1262,0.319148936170213
1263,0.733333333333333
1264,0.319148936170213
1265,0.319148936170213
1266,0.733333333333333
1267,0.733333333333333
1268,0.204268292682927
1269,0.319148936170213
1270,0.549707602339181
1271,0.136363636363636
1272,0.204268292682927
1273,0.204268292682927
1274,0.0526315789473684
1275,0.462686567164179
1276,0.319148936170213
1277,0.733333333333333
1278,0.204268292682927
1279,0.319148936170213
1280,0.204268292682927
1281,0.462686567164179
1282,0.733333333333333
1283,0.549707602339181
1284,0.462686567164179
1285,0.319148936170213
1286,0.462686567164179
1287,0.733333333333333
1288,0.204268292682927
1289,0.733333333333333
1290,0.204268292682927
1291,0.204268292682927
1292,0.733333333333333
1293,0.549707602339181
1294,0.733333333333333
1295,0.549707602339181
1296,0.549707602339181
1297,0.549707602339181
1298,0.319148936170213
1299,0.733333333333333
1300,0.204268292682927
1301,0.0526315789473684
1302,0.204268292682927
1303,0.733333333333333
1304,0.204268292682927
1305,0.204268292682927
1306,0.733333333333333
1307,0.204268292682927
1308,0.204268292682927
1309,0.462686567164179
